message,label
" PLZ STOP bootydelious (32/F) is interested in connecting with you. Reply YES-434 or NO-434 to this message. View her profile here: www.SMS.ac/u/bootydelicious. To opt-out, send FRND to 62468.",spam
"Hello! My name is Sue, I'm 20 years old and work as a dancer. I enjoy meeting new people and having fun conversations. Feel free to text me anytime you'd like - I'm available now. You can reach me by sending a message to 89555 with the code SUE. Talk to you soon!",spam
Congratulations! You've been singled out as a winner and are entitled to either £1000 cash or a 4-star holiday package including flights. Please contact a live operator at 0871277810810 to claim your prize.,spam
Exciting news! Take That is coming back to the UK in 2007. Don't miss out on the chance to win VIP tickets and exclusive pre-booking access with our VIP Club. Text 'CLUB' to 81303 to join now! Trackmarque Ltd info@vipclub4u,spam
"Your TONEXS subscription has been automatically renewed, and you've been charged £4.50. As a subscriber, you have the option to select 10 additional polishes this month. Visit www.clubzed.co.uk for more information. *BILLING MSG*",spam
"You can enter a weekly drawing to win £100 of music gift vouchers by texting the word 'DRAW' to 87066. For full terms and conditions, visit www.ldew.com. This is a skill game and is open to those aged 16 and above. One winner will be selected each week. Good luck!",spam
"We have attempted to contact you twice regarding your £750 prize. You can easily claim your prize by calling 087187272008 at a minimal cost of 10p per minute, as per BT's national rate.",spam
"We've been trying to reach you regarding your response to our offer of 750 minutes, 150 texts, and a new video phone call. Please contact us at 08002988890 promptly or reply to this message for free delivery tomorrow.",spam
"Thank you for your recent ringtone purchase, reference number X49. Your mobile will be charged 4.50. If you don't receive your ringtone, please contact our customer service team at 09065989182. Best regards, TXTstar",spam
You've received a new message. Dial 0207-083-6089 to listen to it.,spam
Congratulations! You have been selected as a valued network customer to receive a £900 prize reward! Please call 09061701461 and provide claim code KL341 to redeem your prize within the next 12 hours.,spam
I have some risqué photos that were nearly banned in the UK. Would you like to take a look?,spam
Be the first to receive the latest Nokia tones every week! Simply text 'NOK' to 87021. The first tone is on us! Share with your friends and get texting now. 150p/tone. Reply 'HL' for more information.,spam
Unbelievable but true! Discover jaw-dropping facts with O2FWD's Incredible Txts! Send 'G' to learn more. Each message costs only 18p.,spam
"Upgrade to the latest camera phone and enjoy four months of half-price Orange line rental. Have you had your current phone for 11 months? Call MobilesDirect at 08000938767 to take advantage of this offer now! Alternatively, you can text 'stop' to opt-out.",spam
"Join The Mob's network and get your hands on a state-of-the-art mobile phone, along with heaps of other freebies! Send 'MAT' to 87021 for more details.",spam
"Hello! Are you ready for a fun and flirtatious chat with our lovely SEXYCHAT girls? Text us now for a memorable night, and don't forget to send STOP when you're ready to stop receiving our messages.",spam
"Ready to level up your mobile experience? Check out our collection of ringtones, logos and games at www.txt82228.com. Got questions? Contact us at info@txt82228.co.uk.",spam
"Humorous? Enjoy Spam? You could become a male escort. Join the UK's fastest-growing men's club by replying to ONCALL with MJZGroup. Contact number: 08714342399. (Please note that this message is not appropriate or respectful, and it is not recommended to respond or share personal information.)",spam
"This December, don't miss out on the opportunity to upgrade your mobile device to the latest model with a high-quality camera, absolutely free! If you've had your current mobile for 11 months or more, you're eligible for this amazing offer. Call The Mobile Update VCo FREE on 08002986906 to claim your upgrade today!",spam
"Take advantage of our incredible offer to call Germany for just 1 pence per minute! Simply dial 0844 861 85 85 from your landline to connect directly, with no prepayment required.",spam
"Exciting news! You've won a guaranteed £1000 prize. We urge you to get in touch with us as soon as possible. You can call us at 09064012160 and quote your claim code, K52. This offer is only valid for the next 12 hours, so don't miss out! (Standard rate applies: 150ppm)",spam
"Experience sizzling live fantasies now! Call 08707509020 for a 20p per minute chat with NTT Ltd, located at PO Box 1327, Croydon CR9 5WB. Don't miss out on the excitement!",spam
"Claim your 250 free SMS messages now! Text 'OK' to 84025 and join Txt250.com for just 1.50p/wk. T&Cs apply. BOX139, LA32WU. 16. Remove txtX or stop.",spam
Hey there! I'm excited to meet someone who shares my interests. I'm looking for a wild and adventurous guy who enjoys trying new things. Would you like to join me for a thrilling experience? Let's explore our desires together. Text me at XXX SLO for a fun and naughty conversation.,spam
"Hello! You've been invited to join XCHAT. This is our last message to you. To confirm, please send ",spam
Visit sms.shsex.net to explore a selection of videos featuring your preferred actresses. Click the link to view now: sms.shsex.net,spam
Fancy a shag? I do.Interested? sextextuk.com/text-suzy-to-69876. Txts cost 1.50 per msg. TnCs on website. X,spam
"Your ringtone purchase (ref: K718) is confirmed. Your mobile phone will be charged £4.50. If you encounter issues with your tone, feel free to contact our customer support team at 09065069120",spam
Interested in living a fulfilling life with your dream partner? Reply with your NAME and AGE to join our mobile community for a chance to find your perfect match. (100p/SMS),spam
"Don't miss out on our Christmas offer! Get the latest smartphones from Motorola, SonyEricsson, and Nokia plus a complimentary Bluetooth device. Also includes double minutes and 1000 texts on Orange. Contact MobileUpd8 at 08000839402 or opt-out at [call2optout/F4Q](mailto:call2optout/F4Q).",spam
"Congratulations! You've won a Nokia 7250i in our free auction. To participate, text Nokia to 86021. Details: HG/Suite342/2Lands Row/W1JHL 16+",spam
Confidential: Your 2003 statement shows 800 outstanding S. I. M. points. Please contact 08719899230 using the identifier code 41685 before 07/11/04 to redeem your points.,spam
"Get your phone ready for Halloween with our spooky collection of Nokia logos and picture messages. Plus, claim your FREE eerie ringtone by texting CARD SPOOK to 8007.",spam
88066 HAS LOST 3POUND. PLEASE CONTACT 88066 FOR ASSISTANCE,spam
One message is currently being held for you. Contact us on 08718723815 to retrieve your message.,spam
"Enjoy double minutes and 1000 texts on Orange plans. Get the latest Motorola, SonyEricsson, or Nokia with Bluetooth included, free of charge! Contact MobileUpd8 at 08000839402 or opt-out by calling 2STOP/HF8.",spam
"Hello! This is Mandy Sullivan from HOTMIX FM calling to inform you that you've been selected to receive £5000.00 in our Easter Prize draw. To claim your prize, please call 09041940223 before March 29th, 2005. If we don't hear from you by then, we'll have to award the prize to someone else.",spam
"Someone has a crush on you! Find out who thinks you're amazing. Call 09065174042 to reveal their identity. To stop receiving messages, reply 'REVEAL STOP'. Standard message rates apply (1.50 per message received). Customer care: 07821230901",spam
"Your HMV Quiz account balance is currently £500. To maximize your cash-in, send ",spam
"Lyricalladie has sent you a friend request. You can accept by replying YES-910 or decline by replying NO-910. More details about her can be found here: www.SMS.ac/u/hmmross. To opt-out of future messages, send STOP FRND to 62468",spam
"Round 4 of the auction is currently underway, with the leading bid set at £54. The next acceptable bid is £71. If you're interested in placing a bid, send a message in the following format: BIDS (followed by the amount you'd like to bid, e.g. 10 to bid £10). Wish you the best of luck!",spam
Fancy freshening up your phone with a weekly new ringtone? Just reply 'TONES2U' to this message and check out www.ringtones.co.uk - the premier destination for your ringtone needs! Note: 3GBP network charges may apply.,spam
"You have been allocated 500 complimentary text messages. To trigger, simply send the word 'CREDIT' to 80488. Check the terms and conditions on our website: www.80488.biz",spam
"Congratulations! Your Voda phone number ending in XXXX has been selected for a £350 award. If you wish to claim this prize, please call 08712300220 and quote claim code 3100. Standard rates apply.",spam
" Get your hands on a FREE camera phone with a convenient rental plan starting from just 4.49/month! Plus, enjoy 750 cross-network minutes and amazing 1/2 price text bundle deals. Don't miss this offer! Call 08001950382 now or simply reply 'optout' to this message to unsubscribe.",spam
"This Valentine's Day, participate in our quiz for the chance to win over £1000 and treat your partner to a dream vacation! Text 'GO' to 83600 now. Message and data rates may apply. Contact our customer care team at 08718720201 for assistance.",spam
"Shop until you drop and potentially win one of the following prizes: £10,000, £5,000, £500 cash, or £100 travel voucher. Call 09064011000 now to claim your prize. Note: The call cost is 150 pence per minute from a fixed line, and rates may vary for mobile phones.",spam
"Hi, my name is Mila, 23 years old, blonde and new to the UK. I'm looking for a fun and exciting experience with British guys. If you're interested in meeting me, please text MTALK to 69866.18 (first 5 messages are free, then £1.50 for each additional message). Help desk: 08718728876",spam
"Live Fantasies - Call now! 08707509020. Just 20p/min. Hosted by NTT Ltd, PO Box 1327, Croydon CR9 5WB. National rate call.",spam
You've been selected for a chance to win £500 in CD gift vouchers and free entry to a £100 weekly draw. Text 'MUSIC' to 87066 to claim your prize. T&Cs apply.,spam
"Congratulations! You've won a £2,000 Christmas prize, thanks to your friend. To claim, simply call 08718726971 now, and it will only cost you 10p per minute. Standard BT national rate applies.",spam
Get your free ringtone now! Text REAL to 85233.,spam
Get 3 hours of talk time to use on your phone immediately! Text 'CALL' to 86888 and claim your reward. Subscribe to 6GBP/month including 3 hours for 16 stops. Text 'Stop' to opt out. Visit www.gamb.tv for details.,spam
You've been selected as a winner! Choose between £1000 cash or a 4-star holiday (flights included). Speak to a live operator at 0871277810810 to claim now!,spam
"TheMob presents its updated collection of exciting content! Explore our latest Games, Tones, Gossip, babes, and sports. Stay up-to-date and funky with our text WAP service. Simply send 'WAP' to 82468.",spam
Ready to upgrade your mobile after 11 months? Take advantage of Orange's latest color camera phones and unlimited weekend calls with Mobile Upd8 on 08000839402 or 2StopTx for a free update!,spam
"For security purposes, we have generated a new password for mobsi.com. Please enter 391784 when prompted, and remember to use your mobile device instead of a computer.",spam
"We attempted to contact you regarding your response to our SMS about the video mobile plan with 750 minutes, unlimited text, and a free camcorder. Please call us back at 08000930705 as soon as possible.",spam
"Update: Your ringtone service has been modified! You now have 25 complimentary credits! Visit club4mobiles.com to select your preferred content. To opt-out, text 'CLUB STOP' to 87070. Standard rate applies: 150p/week. Club4, PO Box 1146, MK45 2WT.",spam
"Prepare to be amazed! Our incredible text service will blow your mind. Reply 'G' now and get ready for some truly unbelievable facts, all for just 18p per text from O2FWD.",spam
"Text 'DRAW' to 87066 now to win £100 in music gift vouchers every week. Full details at Idew.com. T&Cs apply, skill game, 16 years old, and 1 winner every week. Subscription costs £1.50 per message.",spam
Interested in connecting with like-minded individuals? Simply text your NAME and AGE to opt in! Experience the joy of community (standard message rates apply).,spam
Get your hands on Space Invaders 4 and stand a chance to win an original Arcade Game console. Press 0 for Games Arcade (standard WAP charge). Check out o2.co.uk/games for terms and settings. No purchase necessary.,spam
My life has never been this enjoyable until you entered it. You've made it truly unique for me. I'll never forget you! Enjoy this special moment with me. GBP/SMS.,spam
"As a registered opt-in subscriber, you will be entered into a draw for a £100 gift voucher upon submitting a correct answer to the question: What is the current number one song in the BBC charts? You can submit your answer by sending a message to 80062.",spam
"Get a free top ringtone by subscribing to our weekly ringtone service. Text 'SUBPOLY' to 81618 and receive a free ringtone for the first week. You'll be charged $3 per week thereafter. To opt-out, text 'STOP' to 08718727870.",spam
"There are only 18 days left until the Euro2004 tournament begins! We will provide you with daily updates on the latest news and results. To opt out, text 'STOP EURO' to 83222.",spam
"Your energy levels are high, but you may be unsure how to direct them. Today, your leadership abilities are particularly strong. Are you psychic? Respond with a question. End? Reply END JSCO",spam
You've been chosen to receive a £2000 reward! Don't miss out on this exciting opportunity. Call 08712402050 now. Terms and conditions apply. AG Promotions,spam
We have a crucial update regarding your PREMIER customer service experience. Please click here for more information.,spam
Your account has been credited for Bubble Text. Your renewal PIN is tgxxrz. Visit http://www.bubbletext.com to check your balance,spam
"You have been randomly selected as a loyal mobile customer to receive a £400 reward. To claim your prize, simply call 09066380611.",spam
