message,label
Mum's making your fave dish tonight. Drop by!,ham
The local theater's doing a classic night. Join?,ham
Boost your sales! Proven marketing strategies inside.,spam
That taco place we went to? Craving it.,ham
Meet singles in your area. Start dating now!,spam
That painting class was fun! Round two?,ham
No more 9 to 5. Work from home secrets inside.,spam
Our fave band's in town next month! Getting tickets?,ham
Don't miss out! Free iPhone to our 100th subscriber.,spam
Sup? Got any weekend plans?,ham
Yo! Snagged tickets to the big game. We're gonna have a blast!,ham
You still collecting those vintage cards? Found one.,ham
"Double your wardrobe, half the price! Mega sale.",spam
Luxury awaits! Unlock our premium lounge membership.,spam
Ready for change? Get our life transformation kit.,spam
Last night's game was intense! You catch it?,ham
Remember our trip last summer? Good times.,ham
Take control of your health. Herbal supplements inside.,spam
Mystery shoppers needed! Get paid to shop now.,spam
Congratulations! Claim your free iPhone now.,spam
"Hey, you left your jacket at mine.",ham
"Lost my wallet. If found, pizza's on me.",ham
Wanna join our book exchange club?,ham
"Ugh, boss is on a rampage. Save me.",ham
"Ay, you got the notes from last class? Totally zoned out.",ham
Boost your online presence! Get 10K followers now.,spam
"Did you watch the game? Crazy, right?",ham
Remember our karaoke night? Let’s do it again.,ham
"Hey, save me a spot in the library? On my way!",ham
That DIY project? Total disaster. LOL.,ham
Seriously missing our late-night chats.,ham
Miss our late-night chats. Call me?,ham
Gift alert! Designer watches at a fraction of the price.,spam
Sup? Heard you've been grinding at the gym. Props!,ham
Weekend hiking trip. You in?,ham
Unlock your potential! Free webinar tonight.,spam
Improve your sleep instantly. Free trial inside.,spam
LOL! Remember our last beach trip? Good times!,ham
Meet your favorite stars. Fan meet tickets on sale.,spam
How’s the pet? Share some pics!,ham
Still up for that double date?,ham
"Hey, lucky one! Spin the wheel and win an iPhone today.",spam
Get your dream job. Premium resume building services.,spam
"How's your niece? She started school, right?",ham
Skyrocket your business! SEO secrets inside.,spam
Got the tickets for the play. It’s gonna be epic!,ham
Your friend has a secret crush on you. Find out who.,spam
Ever dreamt of Hollywood skin? Now it's possible.,spam
How's the new job? Settling in okay?,ham
Looking for love? Hot singles in your area.,spam
"Your loan has been pre-approved! No checks, instant cash.",spam
Taking a mental health day off. Catch up later?,ham
"Unlock extreme weight loss! Natural pills, order now.",spam
Feeling down. Mind if we talk?,ham
Warning! Hackers are after you. Protect yourself here.,spam
"Bro, the game last night was wild! Did you watch?",ham
Surprise gift inside! Open to reveal your luck.,spam
"Ugh, so done with work. Weekend, where ya at?",ham
Dazzle everyone. Exclusive gemstone jewelry collection.,spam
Eliminate all debts. Act fast!,spam
How’s your grandma doing? Send her my best wishes.,ham
Congrats! You've been granted premium access.,spam
How's the new job going? Loving it?,ham
Help transfer my wealth & get a reward.,spam
Triple cashback for the next 24 hours.,spam
Earn $500 daily with this simple trick.,spam
How was your date last night? Spill the beans!,ham
Exclusive sale just for you! Top brands at half the price.,spam
Want to be an influencer? Exclusive course inside.,spam
Guess what? I’m learning the guitar. Jam session soon?,ham
Can't sleep? Try this miracle cure. Almost free.,spam
Turn $5 into $5000 overnight. Proven forex strategies.,spam
"Bruh, that prank was epic. Got me good!",ham
How did the interview go? Tell me everything!,ham
VIP backstage passes! Meet your favorite band.,spam
Found this old pic of us. Nostalgia hit.,ham
You free this evening? Got some news.,ham
I'll be a little late today. Don't wait up.,ham
Read that book you lent me. Let's discuss.,ham
Unlock premium content. Exclusive offer inside.,spam
"Ay, your snap's on point today. That filter tho.",ham
Pizza night at mine. Bring your appetite!,ham
Your lucky charm is waiting inside.,spam
Do you have contacts in the publishing industry? Need some guidance.,ham
That new cafe? 10/10 recommend.,ham
Still using that old phone? Time for an upgrade!,ham
Remember that trip to the mountains? Best days.,ham
Discover the secret to winning the lottery!,spam
That vintage car rally? Let's go!,ham
I'm so hyped for the game tonight. Watching together?,ham
So excited for our trip! Got the tickets?,ham
Feeling lucky? Play now and turn $1 into $1000.,spam
Clear skin is a tap away. Unbelievable skincare deal inside.,spam
Get ripped in 30 days. Our supplement does wonders.,spam
Get a new phone! Pay nothing today. Exclusive offer.,spam
Time's ticking! Mega clearance sale ends today.,spam
That local band's playing tonight. Interested?,ham
Want to meet influencers? Exclusive party invite inside.,spam
You won't believe the secret to perfect skin.,spam
"Hey, hope you're feeling better. Take care.",ham
Avoid bankruptcy. Secret tips from financial gurus.,spam
Any updates on the project? Need them for the presentation.,ham
Want to become famous? Here’s your chance.,spam
OMG! Just got engaged. Party time!,ham
Insider tips: Stay ahead in the luxury car market.,spam
Amazing real estate deals. Premium properties on sale.,spam
Need advice. Thinking of switching careers.,ham
Got your invitation! So excited for the wedding.,ham
Redefine luxury with our line of premium products.,spam
"Fam, you won’t believe this magic trick. Buy tutorial.",spam
Dream job alert! No experience required. Apply now.,spam
Just baked some cookies. Wanna taste-test?,ham
"Ugh, this traffic is a nightmare. Gonna be late.",ham
Did you watch the new superhero movie yet?,ham
Remember that joke from college? Still cracks me up.,ham
Clearance! Get your favorite alcohol at rock-bottom prices.,spam
New pizza place in town. Worth the hype?,ham
The book you gave was fantastic! Thanks.,ham
Reminder: Dentist appointment tomorrow at 3pm.,ham
That party was lit! Got any pics?,ham
Ready to be your own boss? Start today.,spam
Become a digital millionaire! Limited slots.,spam
Transform your life! 30-day challenge inside.,spam
Lost my charger. Spare one?,ham
Let’s plan a surprise for her birthday. Ideas?,ham
Free flight tickets for two. Claim now!,spam
You've been quiet lately. Everything okay?,ham
Miracle skincare that dermatologists don’t want you to know.,spam
Been low-key obsessed with that podcast. Check it out!,ham
"Mate, you need to check out this new band. So good!",ham
Step up your fashion game. Celebrity wardrobe on discount.,spam
Greetings! You might need a loan. Get approved instantly!,spam
Worried about hair loss? Miracle solution inside.,spam
Want to be on TV? Auditions in your city now.,spam
Just for you! Your premium membership awaits.,spam
Limited-time offer! Claim your free designer watch.,spam
Skyrocket your income! Real estate secrets unveiled.,spam
Could you help me with my presentation? I'm lost.,ham
Just for you: Special 3-day wellness retreat pass.,spam
Need a movie buddy for this weekend. Up for it?,ham
Haven’t laughed that hard in ages. Great night!,ham
Did you hear about the carnival in town? Let's check it out.,ham
Transform your body. Celebrity trainer workout available.,spam
That DIY tip you gave worked wonders. My room looks great!,ham
Brunch this Sunday? Need some waffles in my life.,ham
You're invited: Elite members' luxury gala.,spam
Exclusively for you: Top-tier investment insights.,spam
That yoga session was refreshing! Next week?,ham
Pizza or burger tonight? I can't decide!,ham
That DIY project? Need help?,ham
Can't find my earbuds. You seen them?,ham
You're lucky! Selected for a $1000 shopping spree.,spam
Discover top-end getaways. Early bird offers inside.,spam
How did the dance recital go? Hope it was a hit.,ham
One-time offer: Get our beauty product at a flat 90% off.,spam
Win big! Just answer this survey.,spam
Secure your child's future. Premium education plans.,spam
Let's plan a surprise for dad's birthday.,ham
Make her say yes! Exclusive diamond rings inside.,spam
That new track is straight fire! Have you heard it?,ham
Let's do karaoke soon. It’s been too long.,ham
How's the art class? Thinking of joining.,ham
Enjoy limitless energy! Get our health booster.,spam
"Play and win! $10,000 jackpot waiting.",spam
Unearth hidden talents. Psychic readings available.,spam
Scored tickets to the game. Joining?,ham
Get ahead in your career. MBA scholarships available.,spam
You've been selected! Try our app for free.,spam
Saw a cute dress that's so you! Want it?,ham
Seeking adventure? Thrilling packages inside.,spam
Feeling lucky? Spin the wheel and claim instant prizes.,spam
Tired of wrinkles? Try our miracle cream.,spam
Heard you're moving. Need any help packing?,ham
