message,label
Seriously thinking of joining that dance class. Thoughts?,ham
Unlock Netflix's hidden gems. Full guide. Small fee.,spam
That joke you cracked still has me giggling.,ham
Amazing offer! Buy 1 get 3 free.,spam
100% organic skincare to transform your look.,spam
Turn your hobby into a business. Find out how.,spam
Gf's mad at me. Any advice on making up?,ham
Ditch your 9 to 5. Be your own boss.,spam
"Hey, you left your jacket at mine.",ham
Did you hear about the carnival in town? Let's check it out.,ham
Urgent! Security threat detected. Click to fix.,spam
Discover the chef in you. Culinary classes available.,spam
"Hey, wanna join for a pottery class?",ham
Worried about retirement? Our plan ensures a golden future.,spam
Say goodbye to baldness. Revolutionary hair treatment inside.,spam
Play and win! Your chance to grab mega jackpots.,spam
Grow your net worth rapidly. Join our investment club.,spam
Let’s revisit that diner. Craving those burgers!,ham
How's dad? Heard he wasn't feeling well.,ham
Ever dreamt of stardom? Send your audition tapes.,spam
Boost your brainpower with our magic pills. Try free.,spam
Your future love awaits! Try our dating app for free.,spam
Double your data. Exclusive mobile plan just for you.,spam
That restaurant was amazing. Thanks for the rec!,ham
How's the dance workshop? Loving the moves?,ham
Sale alert! Massive discounts on fashion brands.,spam
Win the gadget of your dreams. Enter our sweepstakes.,spam
Did you try that vegan cafe? Thoughts?,ham
Want six-pack abs? Secret method revealed.,spam
Doodled something for you. Wanna see?,ham
Erase your debt overnight. Find out how.,spam
You up for some beach volleyball this weekend?,ham
"OMG, we need a vacay ASAP! Ideas?",ham
Let's get tacos tomorrow. It's been ages.,ham
Just had the best pizza ever! You must try.,ham
Remember our old hangout spot? It's closing down.,ham
Let's join that pottery workshop. Always wanted to try.,ham
Illuminate your space. Designer lighting sale open.,spam
Decided to declutter. Why do I have so much stuff?,ham
Your recommendation? Spot on. Loved it.,ham
"Double rewards just for you, but only for today.",spam
"Hey, it's been ages! How's life treating you?",ham
Missed the bus. Can we reschedule?,ham
"Dreamt of school. Weird, right?",ham
Day’s dragging on. Need some pep talk.,ham
Enhance your beauty. Surgical procedures at 50% off.,spam
Magic elixir! Lose 10lbs in just 7 days.,spam
"Yo, your Insta post was hilarious! 😂",ham
Let's catch up. It's been way too long.,ham
Shocking! Celebs exposed. Watch now.,spam
