message,label
That board game you mentioned? Let's play!,ham
Visiting the old library. Need any books?,ham
Congratulations! You've won a $1000 gift card! Claim now.,spam
Earn while you learn. Lucrative internships open.,spam
Join our exclusive club. Only for the elite.,spam
The recipe says 200g sugar. Is that correct?,ham
Let's do a potluck dinner next week.,ham
Remember Mrs. Miller? Met her at the bakery.,ham
Ready to invest? Gold market insights at your fingertips.,spam
Read your article. Brilliantly written.,ham
Exclusive access! Celebrity fitness regime unveiled.,spam
The new gym? How are the classes there?,ham
Psst! Secret diet of top athletes uncovered. Subscribe now.,spam
Let's do brunch soon. Been too long!,ham
I'm dead. That meme you sent had me rolling.,ham
The gardening tips you gave? Magic!,ham
"Fam, get verified on IG! Click to get the blue tick.",spam
Update needed! Your software license expires in 1 day.,spam
"You free? Let's game. I'll whoop you again, lol.",ham
How was your trip to Spain? Share pics!,ham
That DIY video you shared was a lifesaver.,ham
Can you babysit on Friday? Got an important meeting.,ham
Double your Wi-Fi speed. Upgrade offer inside.,spam
How was your cousin's wedding? Send photos!,ham
Upgrade your life. Luxury villa plots available.,spam
Loved your recent post. That place looks amazing!,ham
"Bro, these weight-loss shakes are off the chain. Wanna try?",spam
Happy Birthday! Hope you have a great day.,ham
Pre-approved car loan. Grab the deal now!,spam
Need a vacation? Unlock special package deals now.,spam
Join the health revolution. Organic superfoods inside.,spam
How's the little one? Must've grown a lot.,ham
How's your garden? Blooming I bet!,ham
Received the documents. Will check and revert.,ham
Unlock vitality. Holistic health retreats on offer.,spam
Excited for the reunion next month?,ham
Your order has been shipped. Delivery on Tuesday.,ham
Missed the live concert? Get the exclusive recording.,spam
Any updates on the community event?,ham
Missing our late-night conversations. Call soon?,ham
Please send over the presentation slides.,ham
Let's take a short trip next weekend.,ham
Get a free trial of our award-winning app.,spam
You're chosen! Get exclusive access to our secret sale.,spam
That new spot downtown is fire. Let's hit it up.,ham
Enhance your performance with our organic pills.,spam
That game we played? Where can I buy it?,ham
I've lost my dog. Can you help spread the word?,ham
I have some news. Can we meet up?,ham
That art exhibition we planned on? Still up for it?,ham
Can you babysit on Friday? We've got an appointment.,ham
Your credit score is at risk. Get a free report now.,spam
Dazzle this festive season. Exclusive jewelry sets.,spam
Bet you want ripped abs! Get our 7-day workout plan.,spam
Did the parcel I sent arrive yet?,ham
How's your little one? Must be growing fast.,ham
Plan your dream wedding. Exclusive planner offers.,spam
Caught up in work. Let's talk later.,ham
Have you met the new neighbors? Seem nice?,ham
Your lucky number has won! Claim your cash prize.,spam
Boost your sales. Business mastery course inside.,spam
How's the new neighborhood? Settling in well?,ham
Winter clearance! Exclusive fur collection inside.,spam
Update your payment info immediately to avoid account suspension.,spam
The vintage shop's having a sale. Up for it?,ham
We've found anomalies in your account. Verify now!,spam
"Bigger, better, bolder! Pre-order the next big tech gadget.",spam
Experience thrill. Exclusive bungee jumping offers.,spam
Access top concerts. VIP backstage passes available.,spam
Let's sign up for that workshop together. It'll be fun.,ham
Ever dreamt of stardom? Send your audition tapes.,spam
The new gym? How's your experience?,ham
How was the spa day? Feeling refreshed?,ham
That new fitness tracker? How efficient is it?,ham
Got the tickets for the exhibition. Can't wait!,ham
Worried about security? Get top-notch protection software.,spam
Did you manage to find a good mechanic for your car?,ham
"Hey, can we reschedule our coffee date? Something came up.",ham
Drive your dream. Zero down payment car sale.,spam
