message,label
Your favorite band's in town. Shall we go?,ham
Let's hit the gym together this evening. You in?,ham
Your entry won! Claim your luxury cruise ticket now.,spam
Urgent: You might be our next millionaire. Confirm your ticket.,spam
Change your destiny. Get a personal psychic reading.,spam
Limited offer! Get our credit card with 0% interest rate.,spam
Luxury without the price tag. Watch sale now.,spam
Notice: Your credit card rewards are expiring.,spam
Unlock the power of your subconscious mind.,spam
Any clue about the exam format?,ham
Want to be Insta-famous? Click here.,spam
Release your inner genius! IQ boost inside.,spam
Congrats! You've won a 5-day cruise trip.,spam
Getting a new pup! Wanna come see?,ham
Reinvent yourself! Exclusive personal grooming products.,spam
"TBH, I kinda miss the old gang.",ham
Rare artifacts on sale. Own a piece of history.,spam
You’re gonna love the gift I got you.,ham
Find out if he/she is cheating on you.,spam
Insider tips: Stay ahead in the luxury car market.,spam
Did you catch the game last night? Intense!,ham
Enhance your looks. Secret beauty treatments on discount.,spam
Reignite the passion. Romantic getaways at slashed rates.,spam
Double your internet speed. Special offer inside.,spam
Lose 10kgs in a month. No gym. No diet.,spam
Did you talk to the boss about the raise?,ham
I'm at the new arcade. It's so fun. Coming?,ham
Let's start that blog we always talked about.,ham
Revealed: The diet plan that got everyone talking.,spam
Did you manage to get the concert tickets?,ham
That vacay pic of yours? Total postcard material.,ham
Let’s bake a cake this weekend.,ham
Ready for passion? Connect with hot singles.,spam
Can't believe we have a high school reunion soon.,ham
Enhance your love life. Proven pills with fast results.,spam
Any DIY project ideas? Feeling crafty lately.,ham
How was the pottery workshop? Making masterpieces?,ham
How's your grandma doing? Hope she's better.,ham
Time-sensitive! Your digital fortune awaits.,spam
Saw that movie trailer. We need to watch it.,ham
Be a millionaire in a year. Follow our plan.,spam
Wanna join us for a board game night?,ham
Yo! BBQ at mine this Saturday.,ham
"Lmao, that autocorrect fail in the group? Dead.",ham
Limited time offer: Business courses from top tycoons.,spam
Need legal advice? First consultation free.,spam
Be your own boss! Start your online business now.,spam
Get a brand new smartphone absolutely free. Act now!,spam
I found the comic book you were searching for.,ham
Secrets of billionaires revealed. Order the book now!,spam
"Hey, you into hiking? Found this cool trail.",ham
Say goodbye to stress! Miracle relaxation technique.,spam
Do you still have my headphones? Need them for a trip.,ham
Heard you weren't feeling well. Need anything?,ham
Boost your child's IQ. Proven technique inside.,spam
Sent you a care package. Hope it cheers you up!,ham
Triple your savings! Exclusive financial advice inside.,spam
Hot singles in your area are waiting to chat! Join now.,spam
Get rich with our 5-step secret program.,spam
Skip the line! VIP entry to top events.,spam
Sale at the mall. Shopping this weekend?,ham
Hey! It’s been ages. We need a catch-up.,ham
Been thinking about our old hangout spots. Fancy a trip down memory lane?,ham
I've started journaling. Makes such a difference to my day.,ham
These workout hacks will get you shredded in no time.,spam
Flash deal! Dream gadgets at half the price.,spam
Vibe check? How's your day going?,ham
Flash sale! Buy one get two free.,spam
Starstruck? Meet celebrities with our exclusive passes.,spam
Get it first! Pre-launch tech gadgets at 70% off.,spam
Just started a new hobby. Cross-stitching!,ham
Boost your IQ level with these pills.,spam
Any update on the reunion?,ham
Secure your child's future. Trust fund deals inside.,spam
Instant approval! Get your credit card now.,spam
Let's start that project. You in?,ham
You've been handpicked for VIP club access. Register now.,spam
Celebrate luxury. Exclusive handbag sale inside.,spam
Last chance! Offer on dream homes ending.,spam
Turn back the clock. Revolutionary age-reversal treatment.,spam
"Mate, that sushi place was top-notch. Cheers for the rec.",ham
Drop 3 dress sizes in a week! Find out how.,spam
Planning a potluck. Your famous dish?,ham
You've won a free MacBook! Claim before it's gone.,spam
Earn big bucks from your couch! No joke. Click NOW.,spam
"Omg, that series finale! Thoughts?!",ham
I'm making mom's lasagna tonight. Want some?,ham
Shocking! Lose 20lbs in 2 weeks.,spam
Thanks for the lovely evening. Let's do it again.,ham
Trouble in the bedroom? Fix it naturally.,spam
Last chance! Claim your free holiday package.,spam
Exclusive VIP tickets! Grab yours now.,spam
Secure your spot! Elite housing projects just for you.,spam
Hot singles in your area! Click to chat.,spam
You still in touch with Jake? Haven't seen him in ages.,ham
Great news! You've won a year's supply of cosmetics.,spam
How's the diet going? I caved...had a donut.,ham
Celebrate! Your exclusive birthday deals inside.,spam
Read about the workshop. Are you attending?,ham
Psst! Secret diet of top athletes uncovered. Subscribe now.,spam
Upgrade your kitchen. Appliances at unbeatable prices.,spam
You free? Fancy a game night?,ham
Let's try that new virtual reality arcade.,ham
Climb the success ladder! Join our leadership workshop.,spam
"Bro, guess who I bumped into at the mall?",ham
Did you get the invitation I sent?,ham
"Dude, I need coffee. Like, yesterday.",ham
Update required: click to secure your email.,spam
Feeling low. Fancy a chat?,ham
New in town? Best places to eat? Go!,ham
Skyrocket your business! Exclusive digital marketing tactics.,spam
Exclusive! Adult toy set on a huge discount.,spam
Guess who aced their exam? This guy right here!,ham
Break the code! Win a mega jackpot.,spam
Let’s hit the beach tomorrow.,ham
You up for a hike this weekend? Weather’s perfect.,ham
Rain check on our plans? Not feeling great.,ham
Limited spots! Join our investment seminar and prosper.,spam
Earn while you chill. Passive income secrets unveiled.,spam
Help! Need fashion advice for a date.,ham
Revolutionize your kitchen. Smart appliances sale on now!,spam
Supercharge your libido. Natural solutions available.,spam
Fancy a BBQ this weekend? Got a new grill.,ham
Limited time! Book your dream vacation at rock-bottom prices.,spam
A glamorous event awaits you! Buy your VIP ticket now.,spam
Best anti-aging serum! Turn back the clock now.,spam
Dying to tell you something. Call me ASAP!,ham
Have you heard from Jake? He's MIA.,ham
Can you send me the photos from our trip?,ham
Sup? Let’s play some online games tonight.,ham
Exclusive access! Celebrity fitness regime unveiled.,spam
How’s your grandma doing? Send her my best wishes.,ham
You up for a beach day this weekend?,ham
Massive clearance! Designer brands 90% off.,spam
Looking for love? Best matchmaking service in town.,spam
Just tried a spicy ramen challenge. Regretting it!,ham
Your dentist appointment's tomorrow at 2 PM.,ham
The gardening tips you gave? Magic!,ham
Did you ever finish that project?,ham
How’s your new job going?,ham
No gym? No problem. Lose weight with this patch.,spam
"Dude, just scored some vintage comics. You’ll love them.",ham
Achieve fitness. Exclusive access to a fitness bootcamp.,spam
Unlock your potential! Attend our personal growth seminar.,spam
Quick question: do you have Sarah's number?,ham
Still down for the weekend road trip?,ham
Revisiting our old video game. Wanna join?,ham
Grab your dream handbag at 90% off.,spam
Get rich quick! This scheme made thousands wealthy.,spam
Act fast! Limited edition gadgets at huge discounts.,spam
We should totally plan a surprise for his b'day.,ham
Got an invite to a local theater play. Joining?,ham
Did you try that new ice cream flavor? Delish!,ham
How's it hanging? Let's catch up soon.,ham
Get your dream car! Massive discount inside.,spam
Don't miss out! Only a few spots left in our wealth seminar.,spam
"Mate, you still owe me for last week.",ham
I’m stuck in traffic. Might be late.,ham
Thinking of getting a new haircut. Thoughts?,ham
Did you see the moon last night? So mesmerizing.,ham
Win a chance to study at top universities.,spam
Double your savings! Invest in this gold scheme.,spam
Find singles in your area! Click to see profiles.,spam
Luxury vacation giveaway! Confirm your spot.,spam
You were missed at the gathering! Next time?,ham
Missed your call. What's up?,ham
Expand your horizons. Exclusive cult membership.,spam
Fix your credit score instantly! Click to know how.,spam
Fam's coming over. Stress-cleaning mode: on.,ham
Let's binge a series tonight. Suggestions?,ham
The teacher wants a parents' meet next Friday.,ham
Exclusive club invites for you. Party like a VIP.,spam
Earn big while doing nothing. Click now.,spam
Make a splash! Yacht rentals at throwaway prices.,spam
Exclusive millionaire secrets webinar this weekend.,spam
Curious about your future? Get a free tarot reading.,spam
"OMG, did you see that crazy game finale?",ham
Remember our secret handshake? Good times!,ham
